Order Date,Product ID,Product Name,Sales_amount,Quantity,Discount,Profit,Year,Adjusted Quantity
2020-05-16,P003,Product 3,145,11,0.17,24.07,2020,-9223372036854775808
2020-05-17,P003,Product 3,387,11,0.15,65.79,2020,-9223372036854775808
2020-05-18,P003,Product 3,339,11,0.23,52.21,2020,-9223372036854775808
2020-05-19,P003,Product 3,182,11,0.03,35.31,2020,-9223372036854775808
2020-05-20,P003,Product 3,392,11,0.01,77.62,2020,-9223372036854775808
2020-05-21,P003,Product 3,959,11,0.17,159.19,2020,-9223372036854775808
2020-05-22,P003,Product 3,986,11,0.01,195.23,2020,-9223372036854775808
2020-05-23,P003,Product 3,491,11,0.08,90.34,2020,-9223372036854775808
2020-05-24,P003,Product 3,447,11,0.13,77.78,2020,-9223372036854775808
2020-05-25,P003,Product 3,107,11,0.05,20.33,2020,-9223372036854775808
2020-05-26,P003,Product 3,571,11,0.18,93.64,2020,-9223372036854775808
2020-05-27,P003,Product 3,460,11,0.15,78.2,2020,-9223372036854775808
2020-05-28,P003,Product 3,175,11,0.01,34.65,2020,-9223372036854775808
2020-05-29,P003,Product 3,398,11,0.27,58.11,2020,-9223372036854775808
2020-05-30,P003,Product 3,863,11,0.05,163.97,2020,-9223372036854775808
2020-05-31,P003,Product 3,222,11,0.13,38.63,2020,-9223372036854775808
2020-06-01,P003,Product 3,129,16,0.3,18.06,2020,-9223372036854775808
2020-06-02,P003,Product 3,325,16,0.06,61.1,2020,-9223372036854775808
2020-06-03,P003,Product 3,329,16,0.29,46.72,2020,-9223372036854775808
2020-06-04,P003,Product 3,675,16,0.19,109.35,2020,-9223372036854775808
2020-06-05,P003,Product 3,661,16,0.11,117.66,2020,-9223372036854775808
2020-06-06,P003,Product 3,653,16,0.22,101.87,2020,-9223372036854775808
2020-06-07,P003,Product 3,733,16,0.02,143.67,2020,-9223372036854775808
2020-06-08,P003,Product 3,240,16,0.23,36.96,2020,-9223372036854775808
2020-06-09,P003,Product 3,961,16,0.21,151.84,2020,-9223372036854775808
2020-06-10,P003,Product 3,218,16,0.08,40.11,2020,-9223372036854775808
2020-06-11,P003,Product 3,924,16,0.29,131.21,2020,-9223372036854775808
2020-06-12,P003,Product 3,964,16,0.23,148.46,2020,-9223372036854775808
2020-06-13,P003,Product 3,293,16,0.13,50.98,2020,-9223372036854775808
2020-06-14,P003,Product 3,744,16,0.24,113.09,2020,-9223372036854775808
2020-06-15,P003,Product 3,116,16,0.05,22.04,2020,-9223372036854775808
2020-06-16,P003,Product 3,494,16,0.23,76.08,2020,-9223372036854775808
2020-06-17,P003,Product 3,624,16,0.02,122.3,2020,-9223372036854775808
2020-06-18,P003,Product 3,208,16,0.26,30.78,2020,-9223372036854775808
2020-06-19,P003,Product 3,277,16,0.09,50.41,2020,-9223372036854775808
2020-06-20,P003,Product 3,845,16,0.24,128.44,2020,-9223372036854775808
2020-06-21,P003,Product 3,970,16,0.09,176.54,2020,-9223372036854775808
2020-06-22,P003,Product 3,746,16,0.14,128.31,2020,-9223372036854775808
2020-06-23,P003,Product 3,180,16,0.2,28.8,2020,-9223372036854775808
2020-06-24,P003,Product 3,780,16,0.21,123.24,2020,-9223372036854775808
2020-06-25,P003,Product 3,582,16,0.05,110.58,2020,-9223372036854775808
2020-06-26,P003,Product 3,443,16,0.05,84.17,2020,-9223372036854775808
2020-06-27,P003,Product 3,672,16,0.18,110.21,2020,-9223372036854775808
2020-06-28,P003,Product 3,641,16,0.1,115.38,2020,-9223372036854775808
2020-06-29,P003,Product 3,267,16,0.08,49.13,2020,-9223372036854775808
2020-06-30,P003,Product 3,401,16,0.2,64.16,2020,-9223372036854775808
2020-07-01,P003,Product 3,794,20,0.25,119.1,2020,-9223372036854775808
2020-07-02,P003,Product 3,502,20,0.09,91.36,2020,-9223372036854775808
2020-07-03,P003,Product 3,913,20,0.26,135.12,2020,-9223372036854775808
2020-07-04,P003,Product 3,337,20,0.2,53.92,2020,-9223372036854775808
2020-07-05,P003,Product 3,429,20,0.29,60.92,2020,-9223372036854775808
2020-07-06,P003,Product 3,971,20,0.14,167.01,2020,-9223372036854775808
2020-07-07,P003,Product 3,231,20,0.29,32.8,2020,-9223372036854775808
2020-07-08,P003,Product 3,935,20,0.15,158.95,2020,-9223372036854775808
2020-07-09,P003,Product 3,570,20,0.11,101.46,2020,-9223372036854775808
2020-07-10,P003,Product 3,276,20,0.12,48.58,2020,-9223372036854775808
2020-07-11,P003,Product 3,200,20,0.19,32.4,2020,-9223372036854775808
2020-07-12,P003,Product 3,199,20,0.11,35.42,2020,-9223372036854775808
2020-07-13,P003,Product 3,141,20,0.03,27.35,2020,-9223372036854775808
2020-07-14,P003,Product 3,988,20,0.15,167.96,2020,-9223372036854775808
2020-07-15,P003,Product 3,151,20,0.09,27.48,2020,-9223372036854775808
2020-07-16,P003,Product 3,866,20,0.21,136.83,2020,-9223372036854775808
2020-07-17,P003,Product 3,747,20,0.03,144.92,2020,-9223372036854775808
2020-07-18,P003,Product 3,256,20,0.21,40.45,2020,-9223372036854775808
2020-07-19,P003,Product 3,351,20,0.18,57.56,2020,-9223372036854775808
2020-07-20,P003,Product 3,850,20,0.1,153.0,2020,-9223372036854775808
2020-07-21,P003,Product 3,485,20,0.0,97.0,2020,-9223372036854775808
2020-07-22,P003,Product 3,926,20,0.11,164.83,2020,-9223372036854775808
2020-07-23,P003,Product 3,618,20,0.03,119.89,2020,-9223372036854775808
2020-07-24,P003,Product 3,340,20,0.07,63.24,2020,-9223372036854775808
2020-07-25,P003,Product 3,669,20,0.08,123.1,2020,-9223372036854775808
2020-07-26,P003,Product 3,869,20,0.27,126.87,2020,-9223372036854775808
2020-07-27,P003,Product 3,356,20,0.22,55.54,2020,-9223372036854775808
2020-07-28,P003,Product 3,438,20,0.17,72.71,2020,-9223372036854775808
2020-07-29,P003,Product 3,259,20,0.25,38.85,2020,-9223372036854775808
2020-07-30,P003,Product 3,323,20,0.23,49.74,2020,-9223372036854775808
2020-07-31,P003,Product 3,335,20,0.08,61.64,2020,-9223372036854775808
2020-08-01,P003,Product 3,195,23,0.28,28.08,2020,-9223372036854775808
2020-08-02,P003,Product 3,363,23,0.11,64.61,2020,-9223372036854775808
2020-08-03,P003,Product 3,463,23,0.15,78.71,2020,-9223372036854775808
2020-08-04,P003,Product 3,733,23,0.2,117.28,2020,-9223372036854775808
2020-08-05,P003,Product 3,430,23,0.27,62.78,2020,-9223372036854775808
2020-08-06,P003,Product 3,488,23,0.19,79.06,2020,-9223372036854775808
2020-08-07,P003,Product 3,916,23,0.24,139.23,2020,-9223372036854775808
2020-08-08,P003,Product 3,316,23,0.24,48.03,2020,-9223372036854775808
2020-08-09,P003,Product 3,651,23,0.2,104.16,2020,-9223372036854775808
2020-08-10,P003,Product 3,436,23,0.01,86.33,2020,-9223372036854775808
2020-08-11,P003,Product 3,490,23,0.13,85.26,2020,-9223372036854775808
2020-08-12,P003,Product 3,210,23,0.14,36.12,2020,-9223372036854775808
2020-08-13,P003,Product 3,810,23,0.06,152.28,2020,-9223372036854775808
2020-08-14,P003,Product 3,684,23,0.06,128.59,2020,-9223372036854775808
2020-08-15,P003,Product 3,663,23,0.11,118.01,2020,-9223372036854775808
2020-08-16,P003,Product 3,631,23,0.2,100.96,2020,-9223372036854775808
2020-08-17,P003,Product 3,379,23,0.15,64.43,2020,-9223372036854775808
2020-08-18,P003,Product 3,735,23,0.2,117.6,2020,-9223372036854775808
2020-08-19,P003,Product 3,681,23,0.18,111.68,2020,-9223372036854775808
2020-08-20,P003,Product 3,749,23,0.25,112.35,2020,-9223372036854775808
2020-08-21,P003,Product 3,901,23,0.0,180.2,2020,-9223372036854775808
2020-08-22,P003,Product 3,545,23,0.1,98.1,2020,-9223372036854775808
2020-08-23,P003,Product 3,518,23,0.27,75.63,2020,-9223372036854775808
2020-08-24,P003,Product 3,806,23,0.19,130.57,2020,-9223372036854775808
2020-08-25,P003,Product 3,292,23,0.04,56.06,2020,-9223372036854775808
2020-08-26,P003,Product 3,249,23,0.12,43.82,2020,-9223372036854775808
2020-08-27,P003,Product 3,855,23,0.18,140.22,2020,-9223372036854775808
2020-08-28,P003,Product 3,178,23,0.14,30.62,2020,-9223372036854775808
2020-08-29,P003,Product 3,132,23,0.03,25.61,2020,-9223372036854775808
2020-08-30,P003,Product 3,132,23,0.05,25.08,2020,-9223372036854775808
2020-08-31,P003,Product 3,380,23,0.13,66.12,2020,-9223372036854775808
2020-09-01,P003,Product 3,194,24,0.09,35.31,2020,-9223372036854775808
2020-09-02,P003,Product 3,978,24,0.3,136.92,2020,-9223372036854775808
2020-09-03,P003,Product 3,213,24,0.14,36.64,2020,-9223372036854775808
2020-09-04,P003,Product 3,386,24,0.23,59.44,2020,-9223372036854775808
2020-09-05,P003,Product 3,573,24,0.18,93.97,2020,-9223372036854775808
2020-09-06,P003,Product 3,356,24,0.18,58.38,2020,-9223372036854775808
2020-09-07,P003,Product 3,851,24,0.14,146.37,2020,-9223372036854775808
2020-09-08,P003,Product 3,147,24,0.26,21.76,2020,-9223372036854775808
2020-09-09,P003,Product 3,852,24,0.11,151.66,2020,-9223372036854775808
2020-09-10,P003,Product 3,650,24,0.24,98.8,2020,-9223372036854775808
2020-09-11,P003,Product 3,496,24,0.09,90.27,2020,-9223372036854775808
2020-09-12,P003,Product 3,826,24,0.06,155.29,2020,-9223372036854775808
2020-09-13,P003,Product 3,130,24,0.07,24.18,2020,-9223372036854775808
2020-09-14,P003,Product 3,481,24,0.01,95.24,2020,-9223372036854775808
2020-09-15,P003,Product 3,310,24,0.3,43.4,2020,-9223372036854775808
2020-09-16,P003,Product 3,708,24,0.28,101.95,2020,-9223372036854775808
2020-09-17,P003,Product 3,907,24,0.0,181.4,2020,-9223372036854775808
2020-09-18,P003,Product 3,977,24,0.06,183.68,2020,-9223372036854775808
2020-09-19,P003,Product 3,703,24,0.01,139.19,2020,-9223372036854775808
2020-09-20,P003,Product 3,470,24,0.1,84.6,2020,-9223372036854775808
2020-09-21,P003,Product 3,544,24,0.01,107.71,2020,-9223372036854775808
2020-09-22,P003,Product 3,717,24,0.04,137.66,2020,-9223372036854775808
2020-09-23,P003,Product 3,217,24,0.05,41.23,2020,-9223372036854775808
2020-09-24,P003,Product 3,484,24,0.28,69.7,2020,-9223372036854775808
2020-09-25,P003,Product 3,810,24,0.21,127.98,2020,-9223372036854775808
2020-09-26,P003,Product 3,146,24,0.05,27.74,2020,-9223372036854775808
2020-09-27,P003,Product 3,681,24,0.08,125.3,2020,-9223372036854775808
2020-09-28,P003,Product 3,412,24,0.2,65.92,2020,-9223372036854775808
2020-09-29,P003,Product 3,645,24,0.12,113.52,2020,-9223372036854775808
2020-09-30,P003,Product 3,467,24,0.06,87.8,2020,-9223372036854775808
2020-10-01,P003,Product 3,690,24,0.15,117.3,2020,-9223372036854775808
2020-10-02,P003,Product 3,922,24,0.28,132.77,2020,-9223372036854775808
2020-10-03,P003,Product 3,439,24,0.16,73.75,2020,-9223372036854775808
2020-10-04,P003,Product 3,465,24,0.12,81.84,2020,-9223372036854775808
2020-10-05,P003,Product 3,797,24,0.25,119.55,2020,-9223372036854775808
2020-10-06,P003,Product 3,987,24,0.02,193.45,2020,-9223372036854775808
2020-10-07,P003,Product 3,354,24,0.07,65.84,2020,-9223372036854775808
2020-10-08,P003,Product 3,503,24,0.14,86.52,2020,-9223372036854775808
2020-10-09,P003,Product 3,703,24,0.04,134.98,2020,-9223372036854775808
2020-10-10,P003,Product 3,781,24,0.28,112.46,2020,-9223372036854775808
2020-10-11,P003,Product 3,748,24,0.23,115.19,2020,-9223372036854775808
2020-10-12,P003,Product 3,871,24,0.22,135.88,2020,-9223372036854775808
2020-10-13,P003,Product 3,980,24,0.26,145.04,2020,-9223372036854775808
2020-10-14,P003,Product 3,961,24,0.03,186.43,2020,-9223372036854775808
2020-10-15,P003,Product 3,920,24,0.29,130.64,2020,-9223372036854775808
2020-10-16,P003,Product 3,779,24,0.21,123.08,2020,-9223372036854775808
2020-10-17,P003,Product 3,284,24,0.05,53.96,2020,-9223372036854775808
2020-10-18,P003,Product 3,206,24,0.21,32.55,2020,-9223372036854775808
2020-10-19,P003,Product 3,444,24,0.25,66.6,2020,-9223372036854775808
2020-10-20,P003,Product 3,651,24,0.27,95.05,2020,-9223372036854775808
2020-10-21,P003,Product 3,669,24,0.26,99.01,2020,-9223372036854775808
2020-10-22,P003,Product 3,155,24,0.24,23.56,2020,-9223372036854775808
2020-10-23,P003,Product 3,199,24,0.14,34.23,2020,-9223372036854775808
2020-10-24,P003,Product 3,281,24,0.28,40.46,2020,-9223372036854775808
2020-10-25,P003,Product 3,826,24,0.01,163.55,2020,-9223372036854775808
2020-10-26,P003,Product 3,776,24,0.08,142.78,2020,-9223372036854775808
2020-10-27,P003,Product 3,242,24,0.21,38.24,2020,-9223372036854775808
2020-10-28,P003,Product 3,191,24,0.21,30.18,2020,-9223372036854775808
2020-10-29,P003,Product 3,159,24,0.05,30.21,2020,-9223372036854775808
2020-10-30,P003,Product 3,477,24,0.11,84.91,2020,-9223372036854775808
2020-10-31,P003,Product 3,575,24,0.01,113.85,2020,-9223372036854775808
2020-11-01,P003,Product 3,195,21,0.1,35.1,2020,-9223372036854775808
2020-11-02,P003,Product 3,333,21,0.26,49.28,2020,-9223372036854775808
2020-11-03,P003,Product 3,161,21,0.14,27.69,2020,-9223372036854775808
2020-11-04,P003,Product 3,575,21,0.0,115.0,2020,-9223372036854775808
2020-11-05,P003,Product 3,399,21,0.01,79.0,2020,-9223372036854775808
2020-11-06,P003,Product 3,429,21,0.08,78.94,2020,-9223372036854775808
2020-11-07,P003,Product 3,430,21,0.13,74.82,2020,-9223372036854775808
2020-11-08,P003,Product 3,292,21,0.02,57.23,2020,-9223372036854775808
2020-11-09,P003,Product 3,841,21,0.06,158.11,2020,-9223372036854775808
2020-11-10,P003,Product 3,858,21,0.16,144.14,2020,-9223372036854775808
2020-11-11,P003,Product 3,477,21,0.05,90.63,2020,-9223372036854775808
2020-11-12,P003,Product 3,508,21,0.24,77.22,2020,-9223372036854775808
2020-11-13,P003,Product 3,799,21,0.12,140.62,2020,-9223372036854775808
2020-11-14,P003,Product 3,169,21,0.09,30.76,2020,-9223372036854775808
2020-11-15,P003,Product 3,530,21,0.29,75.26,2020,-9223372036854775808
2020-11-16,P003,Product 3,194,21,0.03,37.64,2020,-9223372036854775808
2020-11-17,P003,Product 3,886,21,0.13,154.16,2020,-9223372036854775808
2020-11-18,P003,Product 3,868,21,0.12,152.77,2020,-9223372036854775808
2020-11-19,P003,Product 3,677,21,0.29,96.13,2020,-9223372036854775808
2020-11-20,P003,Product 3,592,21,0.23,91.17,2020,-9223372036854775808
2020-11-21,P003,Product 3,108,21,0.25,16.2,2020,-9223372036854775808
2020-11-22,P003,Product 3,407,21,0.04,78.14,2020,-9223372036854775808
2020-11-23,P003,Product 3,690,21,0.19,111.78,2020,-9223372036854775808
2020-11-24,P003,Product 3,860,21,0.25,129.0,2020,-9223372036854775808
2020-11-25,P003,Product 3,270,21,0.12,47.52,2020,-9223372036854775808
2020-11-26,P003,Product 3,891,21,0.15,151.47,2020,-9223372036854775808
2020-11-27,P003,Product 3,455,21,0.13,79.17,2020,-9223372036854775808
2020-11-28,P003,Product 3,703,21,0.24,106.86,2020,-9223372036854775808
2020-11-29,P003,Product 3,835,21,0.23,128.59,2020,-9223372036854775808
2020-11-30,P003,Product 3,324,21,0.02,63.5,2020,-9223372036854775808
2020-12-01,P003,Product 3,575,17,0.08,105.8,2020,-9223372036854775808
2020-12-02,P003,Product 3,283,17,0.29,40.19,2020,-9223372036854775808
2020-12-03,P003,Product 3,700,17,0.26,103.6,2020,-9223372036854775808
2020-12-04,P003,Product 3,892,17,0.23,137.37,2020,-9223372036854775808
2020-12-05,P003,Product 3,398,17,0.2,63.68,2020,-9223372036854775808
2020-12-06,P003,Product 3,511,17,0.06,96.07,2020,-9223372036854775808
2020-12-07,P003,Product 3,573,17,0.09,104.29,2020,-9223372036854775808
2020-12-08,P003,Product 3,844,17,0.11,150.23,2020,-9223372036854775808
2020-12-09,P003,Product 3,824,17,0.03,159.86,2020,-9223372036854775808
2020-12-10,P003,Product 3,131,17,0.21,20.7,2020,-9223372036854775808
2020-12-11,P003,Product 3,379,17,0.25,56.85,2020,-9223372036854775808
2020-12-12,P003,Product 3,953,17,0.19,154.39,2020,-9223372036854775808
2020-12-13,P003,Product 3,404,17,0.14,69.49,2020,-9223372036854775808
2020-12-14,P003,Product 3,573,17,0.03,111.16,2020,-9223372036854775808
2020-12-15,P003,Product 3,629,17,0.14,108.19,2020,-9223372036854775808
2020-12-16,P003,Product 3,362,17,0.03,70.23,2020,-9223372036854775808
2020-12-17,P003,Product 3,319,17,0.02,62.52,2020,-9223372036854775808
2020-12-18,P003,Product 3,679,17,0.11,120.86,2020,-9223372036854775808
2020-12-19,P003,Product 3,327,17,0.11,58.21,2020,-9223372036854775808
2020-12-20,P003,Product 3,806,17,0.19,130.57,2020,-9223372036854775808
2020-12-21,P003,Product 3,684,17,0.1,123.12,2020,-9223372036854775808
2020-12-22,P003,Product 3,625,17,0.04,120.0,2020,-9223372036854775808
2020-12-23,P003,Product 3,815,17,0.14,140.18,2020,-9223372036854775808
2020-12-24,P003,Product 3,100,17,0.27,14.6,2020,-9223372036854775808
2020-12-25,P003,Product 3,434,17,0.2,69.44,2020,-9223372036854775808
2020-12-26,P003,Product 3,714,17,0.08,131.38,2020,-9223372036854775808
2020-12-27,P003,Product 3,143,17,0.04,27.46,2020,-9223372036854775808
2020-12-28,P003,Product 3,644,17,0.28,92.74,2020,-9223372036854775808
2020-12-29,P003,Product 3,475,17,0.13,82.65,2020,-9223372036854775808
2020-12-30,P003,Product 3,202,17,0.1,36.36,2020,-9223372036854775808
2020-12-31,P003,Product 3,741,17,0.17,123.01,2020,-9223372036854775808
2016-01-01,P004,Product 4,430,11,0.1,77.4,2016,11
2016-01-02,P004,Product 4,266,11,0.28,38.3,2016,12
2016-01-03,P004,Product 4,351,11,0.29,49.84,2016,12
2016-01-04,P004,Product 4,127,11,0.26,18.8,2016,13
2016-01-05,P004,Product 4,195,11,0.27,28.47,2016,13
2016-01-06,P004,Product 4,358,11,0.05,68.02,2016,14
2016-01-07,P004,Product 4,835,11,0.19,135.27,2016,15
2016-01-08,P004,Product 4,502,11,0.15,85.34,2016,15
2016-01-09,P004,Product 4,915,11,0.26,135.42,2016,16
2016-01-10,P004,Product 4,491,11,0.22,76.6,2016,17
2016-01-11,P004,Product 4,991,11,0.29,140.72,2016,18
2016-01-12,P004,Product 4,884,11,0.21,139.67,2016,19
2016-01-13,P004,Product 4,441,11,0.01,87.32,2016,20
2016-01-14,P004,Product 4,929,11,0.13,161.65,2016,21
2016-01-15,P004,Product 4,317,11,0.15,53.89,2016,22
2016-01-16,P004,Product 4,789,11,0.19,127.82,2016,23
2016-01-17,P004,Product 4,968,11,0.17,160.69,2016,24
2016-01-18,P004,Product 4,364,11,0.29,51.69,2016,25
2016-01-19,P004,Product 4,352,11,0.03,68.29,2016,26
2016-01-20,P004,Product 4,550,11,0.14,94.6,2016,28
2016-01-21,P004,Product 4,242,11,0.19,39.2,2016,29
2016-01-22,P004,Product 4,693,11,0.22,108.11,2016,31
2016-01-23,P004,Product 4,617,11,0.16,103.66,2016,32
2016-01-24,P004,Product 4,153,11,0.03,29.68,2016,34
2016-01-25,P004,Product 4,237,11,0.25,35.55,2016,35
2016-01-26,P004,Product 4,565,11,0.05,107.35,2016,37
2016-01-27,P004,Product 4,573,11,0.16,96.26,2016,39
2016-01-28,P004,Product 4,124,11,0.11,22.07,2016,41
2016-01-29,P004,Product 4,545,11,0.27,79.57,2016,43
2016-01-30,P004,Product 4,324,11,0.07,60.26,2016,45
2016-01-31,P004,Product 4,194,11,0.26,28.71,2016,48
2016-02-01,P004,Product 4,899,8,0.19,145.64,2016,50
2016-02-02,P004,Product 4,510,8,0.04,97.92,2016,52
2016-02-03,P004,Product 4,811,8,0.14,139.49,2016,55
2016-02-04,P004,Product 4,519,8,0.25,77.85,2016,58
2016-02-05,P004,Product 4,600,8,0.09,109.2,2016,61
2016-02-06,P004,Product 4,293,8,0.13,50.98,2016,64
2016-02-07,P004,Product 4,338,8,0.05,64.22,2016,67
2016-02-08,P004,Product 4,845,8,0.11,150.41,2016,70
2016-02-09,P004,Product 4,103,8,0.16,17.3,2016,74
2016-02-10,P004,Product 4,575,8,0.13,100.05,2016,77
2016-02-11,P004,Product 4,590,8,0.15,100.3,2016,81
2016-02-12,P004,Product 4,417,8,0.23,64.22,2016,85
2016-02-13,P004,Product 4,826,8,0.22,128.86,2016,90
2016-02-14,P004,Product 4,549,8,0.14,94.43,2016,94
2016-02-15,P004,Product 4,392,8,0.08,72.13,2016,99
2016-02-16,P004,Product 4,605,8,0.25,90.75,2016,104
2016-02-17,P004,Product 4,837,8,0.24,127.22,2016,109
2016-02-18,P004,Product 4,246,8,0.07,45.76,2016,114
2016-02-19,P004,Product 4,459,8,0.19,74.36,2016,120
2016-02-20,P004,Product 4,803,8,0.19,130.09,2016,126
2016-02-21,P004,Product 4,120,8,0.19,19.44,2016,132
2016-02-22,P004,Product 4,477,8,0.06,89.68,2016,139
2016-02-23,P004,Product 4,201,8,0.01,39.8,2016,146
2016-02-24,P004,Product 4,205,8,0.2,32.8,2016,153
2016-02-25,P004,Product 4,113,8,0.02,22.15,2016,161
2016-02-26,P004,Product 4,452,8,0.14,77.74,2016,169
2016-02-27,P004,Product 4,651,8,0.22,101.56,2016,177
2016-02-28,P004,Product 4,548,8,0.18,89.87,2016,186
2016-02-29,P004,Product 4,923,8,0.06,173.52,2016,196
2016-03-01,P004,Product 4,283,7,0.1,50.94,2016,205
2016-03-02,P004,Product 4,980,7,0.24,148.96,2016,216
2016-03-03,P004,Product 4,693,7,0.1,124.74,2016,227
2016-03-04,P004,Product 4,427,7,0.14,73.44,2016,238
2016-03-05,P004,Product 4,992,7,0.08,182.53,2016,250
2016-03-06,P004,Product 4,475,7,0.03,92.15,2016,262
2016-03-07,P004,Product 4,341,7,0.05,64.79,2016,275
2016-03-08,P004,Product 4,401,7,0.18,65.76,2016,289
2016-03-09,P004,Product 4,937,7,0.3,131.18,2016,304
2016-03-10,P004,Product 4,203,7,0.3,28.42,2016,319
2016-03-11,P004,Product 4,506,7,0.18,82.98,2016,335
2016-03-12,P004,Product 4,305,7,0.17,50.63,2016,351
2016-03-13,P004,Product 4,566,7,0.17,93.96,2016,369
2016-03-14,P004,Product 4,162,7,0.27,23.65,2016,387
2016-03-15,P004,Product 4,272,7,0.11,48.42,2016,407
2016-03-16,P004,Product 4,925,7,0.14,159.1,2016,427
2016-03-17,P004,Product 4,498,7,0.2,79.68,2016,449
2016-03-18,P004,Product 4,775,7,0.03,150.35,2016,471
2016-03-19,P004,Product 4,879,7,0.16,147.67,2016,494
2016-03-20,P004,Product 4,802,7,0.17,133.13,2016,519
2016-03-21,P004,Product 4,492,7,0.16,82.66,2016,545
2016-03-22,P004,Product 4,504,7,0.19,81.65,2016,572
2016-03-23,P004,Product 4,967,7,0.13,168.26,2016,601
2016-03-24,P004,Product 4,718,7,0.18,117.75,2016,631
2016-03-25,P004,Product 4,463,7,0.23,71.3,2016,663
2016-03-26,P004,Product 4,618,7,0.27,90.23,2016,696
2016-03-27,P004,Product 4,426,7,0.17,70.72,2016,731
2016-03-28,P004,Product 4,393,7,0.29,55.81,2016,767
2016-03-29,P004,Product 4,653,7,0.24,99.26,2016,805
2016-03-30,P004,Product 4,976,7,0.27,142.5,2016,846
2016-03-31,P004,Product 4,346,7,0.17,57.44,2016,888
2016-04-01,P004,Product 4,516,9,0.13,89.78,2016,932
2016-04-02,P004,Product 4,632,9,0.23,97.33,2016,979
2016-04-03,P004,Product 4,713,9,0.04,136.9,2016,1028
2016-04-04,P004,Product 4,433,9,0.01,85.73,2016,1079
2016-04-05,P004,Product 4,581,9,0.29,82.5,2016,1133
2016-04-06,P004,Product 4,683,9,0.12,120.21,2016,1190
2016-04-07,P004,Product 4,440,9,0.17,73.04,2016,1250
2016-04-08,P004,Product 4,202,9,0.22,31.51,2016,1312
2016-04-09,P004,Product 4,918,9,0.15,156.06,2016,1378
2016-04-10,P004,Product 4,895,9,0.21,141.41,2016,1447
2016-04-11,P004,Product 4,886,9,0.19,143.53,2016,1519
2016-04-12,P004,Product 4,926,9,0.09,168.53,2016,1595
2016-04-13,P004,Product 4,453,9,0.05,86.07,2016,1675
2016-04-14,P004,Product 4,758,9,0.18,124.31,2016,1758
2016-04-15,P004,Product 4,564,9,0.27,82.34,2016,1846
2016-04-16,P004,Product 4,909,9,0.11,161.8,2016,1938
2016-04-17,P004,Product 4,203,9,0.15,34.51,2016,2035
2016-04-18,P004,Product 4,126,9,0.1,22.68,2016,2137
2016-04-19,P004,Product 4,129,9,0.04,24.77,2016,2244
2016-04-20,P004,Product 4,758,9,0.25,113.7,2016,2356
2016-04-21,P004,Product 4,892,9,0.03,173.05,2016,2474
2016-04-22,P004,Product 4,261,9,0.04,50.11,2016,2598
2016-04-23,P004,Product 4,497,9,0.01,98.41,2016,2728
2016-04-24,P004,Product 4,600,9,0.23,92.4,2016,2864
2016-04-25,P004,Product 4,730,9,0.16,122.64,2016,3007
2016-04-26,P004,Product 4,981,9,0.15,166.77,2016,3158
2016-04-27,P004,Product 4,767,9,0.03,148.8,2016,3315
2016-04-28,P004,Product 4,107,9,0.07,19.9,2016,3481
2016-04-29,P004,Product 4,272,9,0.27,39.71,2016,3655
2016-04-30,P004,Product 4,503,9,0.01,99.59,2016,3838
2016-05-01,P004,Product 4,183,12,0.06,34.4,2016,4030
2016-05-02,P004,Product 4,378,12,0.12,66.53,2016,4231
2016-05-03,P004,Product 4,801,12,0.21,126.56,2016,4443
2016-05-04,P004,Product 4,734,12,0.17,121.84,2016,4665
2016-05-05,P004,Product 4,674,12,0.22,105.14,2016,4898
2016-05-06,P004,Product 4,339,12,0.29,48.14,2016,5143
2016-05-07,P004,Product 4,382,12,0.28,55.01,2016,5400
2016-05-08,P004,Product 4,813,12,0.29,115.45,2016,5671
2016-05-09,P004,Product 4,594,12,0.02,116.42,2016,5954
2016-05-10,P004,Product 4,761,12,0.26,112.63,2016,6252
2016-05-11,P004,Product 4,466,12,0.13,81.08,2016,6564
2016-05-12,P004,Product 4,437,12,0.25,65.55,2016,6893
2016-05-13,P004,Product 4,462,12,0.13,80.39,2016,7237
2016-05-14,P004,Product 4,120,12,0.26,17.76,2016,7599
2016-05-15,P004,Product 4,928,12,0.02,181.89,2016,7979
2016-05-16,P004,Product 4,857,12,0.1,154.26,2016,8378
2016-05-17,P004,Product 4,453,12,0.16,76.1,2016,8797
2016-05-18,P004,Product 4,893,12,0.22,139.31,2016,9237
2016-05-19,P004,Product 4,284,12,0.29,40.33,2016,9699
2016-05-20,P004,Product 4,660,12,0.0,132.0,2016,10183
2016-05-21,P004,Product 4,584,12,0.19,94.61,2016,10693
2016-05-22,P004,Product 4,228,12,0.21,36.02,2016,11227
2016-05-23,P004,Product 4,787,12,0.13,136.94,2016,11789
2016-05-24,P004,Product 4,265,12,0.19,42.93,2016,12378
2016-05-25,P004,Product 4,879,12,0.19,142.4,2016,12997
2016-05-26,P004,Product 4,820,12,0.01,162.36,2016,13647
2016-05-27,P004,Product 4,820,12,0.26,121.36,2016,14329
2016-05-28,P004,Product 4,909,12,0.17,150.89,2016,15046
2016-05-29,P004,Product 4,135,12,0.05,25.65,2016,15798
2016-05-30,P004,Product 4,787,12,0.2,125.92,2016,16588
2016-05-31,P004,Product 4,587,12,0.25,88.05,2016,17417
2016-06-01,P004,Product 4,929,18,0.24,141.21,2016,18288
